Id,Prediction
0,11.377866377353891
1,6.944672057531893
2,13.532667274581769
3,13.20144365022032
4,14.625211985382395
5,8.181103768741727
6,8.840538177739397
7,11.102508350915716
8,9.841249876018887
9,1.603680940829024
10,6.250014370106106
11,13.180168422882845
12,13.177778899494054
13,13.677737364141935
14,13.617436612891861
15,10.885203599681702
16,19.695288513132954
17,0.46370376311040773
18,22.534732214453978
19,7.256128499711124
20,8.178705328348963
21,13.273951348212334
22,8.792593979285085
23,11.958941940040997
24,32.92556915548018
25,15.744206946667916
26,11.867727518255686
27,11.565581741856619
28,10.184997224917552
29,21.21621936917976
30,14.557175028570688
31,11.438882394972946
32,10.34847417799802
33,7.621530099663313
34,12.403075369018111
35,12.620991453285312
36,6.371107780620717
37,11.44534442002788
38,11.909376441896013
39,14.556402783431126
40,9.27485512542476
41,16.36659645714411
42,6.659015325599177
43,7.683206779284031
44,20.26268311347211
45,11.759608171441077
46,10.230417443033913
47,9.015751042144247
48,15.094050429850169
49,10.43514961279447
50,15.189086874714324
51,11.790472888087862
52,9.768362871570982
53,10.123179787073397
54,10.012757265085028
55,5.353079473080848
56,11.944049358833658
57,8.36434686167306
58,-0.6792816394637631
59,6.730552065908896
60,15.253329019661221
61,7.684380382641065
62,9.566215101043971
63,11.239546571976492
64,17.03832426606012
65,11.01803827790157
66,10.541802090447732
67,15.802253064709616
68,18.469543698851087
69,8.072491166306216
70,14.928650999098046
71,6.684605512868696
72,10.496399270189627
73,9.523636007431044
74,14.39204080062533
75,5.459407086140105
76,13.300782939222303
77,11.660620156280707
78,14.897841014588355
79,15.582118353160595
80,4.863407814823534
81,13.337891506627418
82,12.690890234067835
83,4.049602429300099
84,13.247563512435068
85,12.000460147726903
86,13.692123017583551
87,13.318089736289057
88,7.423797297885533
89,27.15098772422573
90,6.365992272569486
91,7.534503657579103
92,13.577621251363677
93,8.963290108986948
94,4.658966012737311
95,13.08010580330443
96,7.017804529806372
97,12.5696141663651
98,12.31649997653537
99,2.8930437743891
100,5.624164890273175
101,10.713459167423345
102,6.896400550465204
103,5.515583103484201
104,8.243504660773084
105,14.808644829690557
106,5.022900891207116
107,7.179715211809249
108,9.80238520805206
109,9.57763070260597
110,7.2040093010526975
111,18.218119125613928
112,18.992569366109173
113,10.421366217890162
114,3.371701052820304
115,14.491600379627421
116,8.243072455344613
117,5.01599103482639
118,11.777670691068062
119,18.58468548393352
120,13.063258548110424
121,9.94392485241424
122,10.743759199436056
123,9.888588712396476
124,14.08169382720087
125,8.162766890803683
126,10.087722134270015
127,9.834144273539597
128,42.713091309912116
129,11.207560197959332
130,11.824079744338857
131,16.397503429051834
132,10.277961569979077
133,6.296973131247798
134,17.45893646414209
135,10.353975096854283
136,6.4707949431129625
137,18.660204735234164
138,18.930993504810882
139,12.587076826178777
140,17.515887812121598
141,4.725977627674628
142,6.138595060456069
143,16.691766234617234
144,10.252298151134017
145,21.187009156868637
146,18.81496758049489
147,11.477673052204738
148,18.626337281416262
149,19.701788004468273
150,5.855762906086915
151,5.806271209970264
152,11.709533422546587
153,10.440658427123449
154,5.839312439591201
155,16.148058446739427
156,8.538245060552748
157,15.035401434085674
158,8.080765711446194
159,9.380438822355933
160,10.963317206422397
161,12.079287676687992
162,15.516391293370013
163,11.599192173340391
164,15.888904547831727
165,9.391118779019887
166,14.167256830757445
167,8.394614220314738
168,21.2236062424304
169,17.499096486444902
170,12.806294221821572
171,10.828708018806234
172,16.73768272588234
173,12.75569531931133
174,9.255317003354698
175,17.072040791283428
176,8.718106653848192
177,14.23982198037992
178,6.470651453649084
179,17.94929906392094
180,8.399977414974291
181,10.034571720933657
182,10.190933701179029
183,18.970469476607388
184,4.250562280030695
185,10.470839527407506
186,6.663914995231201
187,17.533339032950796
188,11.781059592748807
189,6.200372107138982
190,10.2564877286406
191,12.03918942385463
192,9.072557131216424
193,13.529687649242181
194,13.189157622730827
195,8.061754443342613
196,13.94968839384534
197,13.407933224515283
198,18.846534909067472
199,13.826203460703463
200,10.170483367826847
201,7.666669743122702
202,8.579853633733595
203,9.178236933852363
204,7.873713953386555
205,5.000119768265549
206,1.8106793492751374
207,2.6788521948162978
208,22.74870718012415
209,10.711649356725633
210,12.072390954134187
211,7.3724380987021565
212,7.206168008537955
213,17.727065978439242
214,18.139250294697405
215,9.484808673684768
216,6.700364233321303
217,13.498215167743398
218,6.988570672131339
219,4.778545017863969
220,5.23643039944954
221,10.02989330715437
222,9.538403310741744
223,8.89958051254798
224,12.98774311224348
225,25.767004236772113
226,10.747670889206484
227,10.563208689446828
228,17.54354994556463
229,35.964414384795276
230,9.335442484802009
231,14.96013593861122
232,14.448908870730083
233,11.745231133039784
234,11.222717521990766
235,15.421332277243234
236,11.433324598198391
237,13.068206681020435
238,18.789301795796963
239,51.45927069959301
240,12.02801126181539
241,6.125307776496944
242,3.46014229533653
243,5.282240996425427
244,31.7722583149245
245,9.877486528446026
246,8.618183691944111
247,4.957224450357117
248,7.183489455798603
249,7.612746226316689
250,11.834721727389448
251,9.834557198284804
252,16.440074527954817
253,9.2753974955086
254,9.775932681393533
255,12.91469634062294
256,15.86267800741305
257,8.015585421336134
258,1.3471483075681936
259,10.051674029806245
260,17.49174874376922
261,13.401035311276964
262,9.806397055492154
263,10.984323111160498
264,13.16905736630882
265,13.323841676128861
266,6.828870333492245
267,9.128290612571462
268,15.628192754649897
269,23.738941211822564
270,13.205298990949204
271,7.087079177558123
272,5.227356763512056
273,7.509775963732062
274,9.29123329175085
275,11.140017956958035
276,25.097891078409805
277,10.391763482136273
278,9.417420524400438
279,4.022308672056395
280,13.045286145427845
281,7.968558347604926
282,9.66287038761913
283,6.985243747620343
284,10.770465936139017
285,9.290089372410856
286,8.297935753904609
287,17.75066050776277
288,22.724278689872673
289,9.241961067203663
290,18.519611666759605
291,10.746201670594274
292,9.473834515782638
293,13.455080791554936
294,9.745734456173494
295,16.199541327634375
296,12.299059113561823
297,9.469695465340113
298,14.395876688517651
299,9.777031107961436
300,13.288342531406313
301,9.965851868805235
302,8.456301645375277
303,8.994031622072628
304,8.406379034645283
305,18.964815444529158
306,4.88442638757675
307,6.334441041446062
308,10.52466193417583
309,8.867568550723142
310,6.736018509988406
311,7.2474510255337
312,11.195298368639694
313,4.483915362700162
314,16.993897961417503
315,3.8571618103666783
316,6.082494443977528
317,6.539898298082147
318,4.390186228506833
319,10.391590098443992
320,9.909742767450526
321,5.44125777207991
322,3.9785228621515474
323,21.35062617456548
324,17.93904736952206
325,15.118958993711663
326,15.799201805250961
327,12.545640364194023
328,12.779553714121915
329,9.82542076917072
330,12.348116443793263
331,10.89939393498743
332,6.597908629997206
333,11.80565208655057
334,7.230840555621675
335,5.745132768585165
336,5.466088774779811
337,7.070970399411927
338,4.05670514857171
339,13.518481216754955
340,17.546760896321732
341,12.240447369842821
342,29.93276478334439
343,8.978093481669818
344,6.692261390695875
345,12.943597853879716
346,11.186042041707926
347,7.341981703112627
348,10.375627229748412
349,8.985547265457898
350,9.206364207156353
351,13.856221008084427
352,11.409513840884419
353,12.485704296537682
354,25.914547111505417
355,20.234592341312293
356,18.077200809194487
357,19.065872326887305
358,4.7002877550872135
359,9.721319189339619
360,8.499669053362782
361,7.734281471553197
362,7.082724047871888
363,4.91778919006891
364,11.128711143524262
365,9.442070591577764
366,14.894845288752789
367,7.727478955317443
368,5.488356394030892
369,8.266513656476947
370,3.424888738100777
371,10.723649208583652
372,5.283372290117371
373,17.36693396811928
374,8.733070049047868
375,11.127554043487073
376,9.408058083356739
377,8.80158447249718
378,9.577267900656045
379,16.67451952758244
380,6.674979988923086
381,8.172124742039967
382,20.33489076102347
383,14.172388488902985
384,9.728911411089799
385,6.210218642416264
386,7.983432018866812
387,5.515160036451866
388,10.712587282224012
389,15.554496532898611
390,10.880359919421315
391,23.547734475194524
392,9.70348869654709
393,5.2105572469156
394,17.774367308078073
395,16.057927359855967
396,10.213824228155431
397,16.828831488616583
398,9.382577200143002
399,7.450905234682342
400,5.913690885074196
401,9.255744989957574
402,17.31873332925763
403,10.351753996537308
404,6.508785551243403
405,15.432921907249714
406,5.861659217444632
407,12.819737650643496
408,12.140621269385448
409,15.711227511078398
410,8.583595764890148
411,12.147460924468088
412,11.231810286158684
413,0.6680974354092253
414,10.651297411268004
415,12.648006842825941
416,9.704921818173704
417,4.2974838517172556
418,3.7305488923666172
419,8.353429039075968
420,11.230803763412627
421,10.721989229733492
422,7.611505360007563
423,12.739005878813511
424,16.65054698023474
425,14.429625150672669
426,13.881713831514771
427,11.875942863543088
428,19.571909726184415
429,9.848323763313958
430,9.30613643869423
431,10.498060837835453
432,12.29990824173955
433,10.28262817809381
434,8.666480483999123
435,14.931500806038246
436,12.351778661864472
437,10.063172706695745
438,10.670459569897911
439,19.07613518927496
440,10.311334513543741
441,9.11556618858834
442,11.34673471279568
443,14.249718582677827
444,15.38878783270016
445,21.77522947829333
446,9.668910487345249
447,10.654900996674405
448,1.9866224549711426
449,19.875902134453533
450,11.114591106432064
451,7.251004144295089
452,10.738766245363209
453,13.900426709867059
454,8.326209170031515
455,14.572747063220167
456,11.839935260774991
457,6.523225056161705
458,22.65345923617937
459,11.872164117886939
460,14.424865587514084
461,16.005045013777984
462,10.683342117393954
463,10.168455195074856
464,14.355668257561323
465,3.7935946159345315
466,2.479553473392285
467,5.785105272519698
468,7.883695675668787
469,15.598671393501556
470,11.875525965860907
471,16.090628778148126
472,10.940310168123855
473,7.373537939760048
474,12.599138600648878
475,9.163037054611866
476,8.140172623923707
477,18.278444057062394
478,8.964798923368244
479,16.555592060941624
480,9.410055054316297
481,11.19409897423652
482,10.834213993859334
483,11.28147047843996
484,15.613413971496032
485,9.23401424355361
486,6.9271754172956985
487,17.713822337280064
488,12.487269915544077
489,17.36616545042282
490,8.504783429384922
491,9.562411426733412
492,21.927573560549792
493,16.352705437185012
494,6.11245416566903
495,13.46200543429422
496,6.494951800017261
497,15.995461188832575
498,18.65633185195889
499,1.7543287909192713
500,10.051262073534431
501,10.504570062854691
502,12.4691591448129
503,15.151062389051413
504,8.731673379899247
505,10.985366845241039
506,7.119869043504466
507,13.941065381570468
508,10.48394190376679
509,8.908583483475166
510,13.853083213492237
511,12.668266047253828
512,14.777407032873475
513,11.154498096310315
514,6.552335119463068
515,7.315718475770214
516,10.984243611902862
517,4.542488851865962
518,11.413432293765673
519,10.476272577533214
520,11.137542824890412
521,5.862339267735557
522,14.458109945541285
523,31.415898668696176
524,15.51407469871994
525,19.727094060212494
526,12.035694833976514
527,20.219242539809724
528,6.819748151327479
529,12.820662249973065
530,10.665252199625163
531,8.005505133139428
532,4.786032099007781
533,22.123354618394835
534,10.231314390177058
535,10.357099248179132
536,6.39594996397285
537,10.909312223948122
538,12.358809426066587
539,12.276132540843037
540,17.97378986660728
541,-3.0896226045039357
542,12.86121050654129
543,7.128367339997603
544,17.24327943168461
545,14.170472268486613
546,7.702506206791535
547,7.386697469306745
548,16.991265166209217
549,8.65592964608557
550,9.481261608629321
551,8.494402944586689
552,4.945718901120632
553,12.091476733374305
554,8.786495502720724
555,9.423444269114444
556,12.288032860312637
557,7.029457221718487
558,7.052044136764606
559,16.428432833203754
560,7.282545969642299
561,9.624093787696358
562,18.502313020389636
563,22.650211050210633
564,6.731069975603492
565,7.1035036612859335
566,13.38368242147406
567,11.613996354793649
568,9.51693699601195
569,17.137192745301714
570,15.67325730233992
571,17.2349912724319
572,6.946747695964529
573,12.304345050082494
574,9.217631239312281
575,10.701511547302447
576,14.148603408219405
577,8.351318040043276
578,9.985638240918842
579,13.394365217818372
580,10.662616533321989
581,2.8829943717923747
582,12.788275059285377
583,10.784960665139588
584,30.407363908325827
585,13.650993972391303
586,4.665586027991963
587,12.959244995580885
588,15.426505983677655
589,15.39942900035869
590,15.207384874467516
591,9.291176514880398
592,13.033937777566166
593,12.99590004321446
594,9.493214976283952
595,6.183491400533355
596,24.800238396543303
597,12.277975955771247
598,8.011605108462545
599,11.841972292827318
600,11.87540556386553
601,12.757673961259824
602,13.095275597642933
603,10.239638499761158
604,9.087269335514176
605,12.591530157713372
606,4.7723593966377145
607,7.446548774823664
608,9.66274450591651
609,10.888768856191977
610,12.31265097172614
611,11.11840734568363
612,11.359239794182942
613,8.480537133523608
614,6.662898412459807
615,9.9863133741068
616,10.592024602062237
617,11.340107177123379
618,8.3564096183093
619,6.148413454529118
620,7.515639072857012
621,9.097468666783636
622,18.728436373306717
623,25.610803282222502
624,9.824229598783509
625,8.000088043205421
626,9.481479443859731
627,12.818397826951347
628,15.581842507906083
629,11.963081398415982
630,12.692729958110299
631,12.822497277517375
632,5.913022821171276
633,7.260781385256757
634,8.727048645709615
635,25.40043974427164
636,11.316803197219212
637,12.576813752621689
638,19.167648828363713
639,28.261871068702124
640,17.954932724092217
641,21.82579483498036
642,5.148408611903018
643,28.523467641483734
644,11.532656884814267
645,19.872048660974407
646,11.561632086985203
647,7.4084117534334935
648,10.065396432697295
649,12.956834625620912
650,6.491903547849278
651,7.63884913572014
652,11.457804952822402
653,10.302225276133887
654,20.603863397670604
655,6.538904674261371
656,8.147071121188965
657,11.587047408998782
658,10.332249729695137
659,7.552380997301221
660,9.588109319689849
661,12.941908403426078
662,14.743464652470184
663,7.766972526426647
664,11.964537326522393
665,10.717726821431127
666,10.080735543132393
667,17.652925605690537
668,7.867936691503134
669,7.386192927047609
670,14.57813627081694
671,4.597719474898218
672,8.548867225429927
673,7.119347690201156
674,14.957400130487454
675,10.83796981263211
676,11.157769028228966
677,12.998315607046504
678,4.824864038730303
679,2.935854466994621
680,12.350981235168545
681,8.030637142434399
682,16.20880640140908
683,19.101208128938694
684,9.672160450751191
685,24.30128356109379
686,14.524903966111934
687,11.670959661978957
688,14.343422129857029
689,6.225683002945088
690,11.333888044195865
691,11.866506836645664
692,7.662671565167906
693,15.692406891884682
694,16.517614024606413
695,12.968247768734171
696,10.454510999039965
697,11.252478801886433
698,12.316327349754518
699,10.69467869896405
700,8.443127053275305
701,13.905266596074382
702,12.116856545037246
703,3.5073852513624937
704,8.529492679227003
705,7.78999240796708
706,6.861531902749687
707,13.54798454571691
708,8.415052943016189
709,12.448227612727669
710,6.036506904419541
711,22.822157258973316
712,3.369245425011915
713,11.906115154243246
714,9.89442375162355
715,7.610110094147087
716,13.623212360291788
717,7.054331349896511
718,13.343083694036197
719,11.08320435819229
720,12.665441126938047
721,11.504892454662247
722,14.569322373276409
723,9.018843135370014
724,6.50174734074256
725,5.960546595379184
726,6.4244354145769975
727,6.207574848700454
728,18.406165019273924
729,8.092754607543082
730,5.678319713319529
731,13.115978902183974
732,14.129561542017235
733,15.653395026967893
734,11.747005645474056
735,16.858216540836917
736,10.79837164293662
737,9.421430886620941
738,8.254899635675091
739,11.064468427592306
740,11.509404561279805
741,11.934720984193435
742,35.482187157791486
743,11.147906107964834
744,9.717844744179033
745,24.822539962775235
746,13.134035055141284
747,18.319885629574195
748,12.994688454715384
749,12.031930788238514
750,10.201243850365179
751,9.066661869591654
752,12.533468909338563
753,8.878722296126178
754,9.86404245224008
755,21.5349976179263
756,9.895833263136637
757,10.924945282419763
758,8.56893621405736
759,10.239452672171078
760,9.293906882695818
761,11.102505790367973
762,11.99714239729739
763,14.44723313832463
764,9.142972937629732
765,13.553370924318918
766,13.667099995347783
767,4.906589242858052
768,8.034090057536783
769,26.089327112458548
770,9.112554944739284
771,12.786099689705786
772,1.0643047293714838
773,16.9129699456929
774,13.857216623968688
775,8.922621847840935
776,6.261534745039703
777,11.792351688315888
778,16.97887309040685
779,7.896567128467776
780,7.874982495952516
781,11.57617485479334
782,4.98131578750215
783,11.623953503864188
784,10.04493597301908
785,2.5119169888410697
786,17.135592244414806
787,6.5324599239121275
788,1.3063241832277017
789,9.876895018838166
790,8.620386622905931
791,8.459847604943738
792,7.123373761080921
